vote_average
7.5
7.5
8.1
7.2
8.444
8.2
7.7
7.2
7.1
8.398
6.5
7.961
6.4
6.7
5.0
8.1
8.5
4.2
6.7
4.3
7.0
6.8
5.7
7.2
7.644
6.5
7.6
7.3
7.2
7.6
6.8
4.8
4.6
8.642
7.5
10.0
5.6
8.5
8.0
7.571
8.6
6.0
7.0
7.4
7.7
7.119
8.0
6.5
7.9
7.8
7.7
6.4
8.1
5.7
8.8
7.3
7.6
8.3
5.9
8.5
7.4
4.3
6.8
8.3
7.3
7.894
7.3
7.2
6.5
7.5
5.3
5.2
8.1
8.7
7.5
10.0
6.3
7.0
7.8
8.5
7.2
7.3
8.4
7.4
7.3
7.4
7.2
7.9
7.752
7.8
7.0
7.0
7.02
7.297
8.1
7.3
6.8
6.75
7.613
7.6
6.7
8.0
6.2
7.1
8.207
7.119
7.1
5.5
7.7
9.5
7.3
7.3
5.5
7.7
7.1
7.3
6.8
7.8
6.2
7.7
8.3
5.1
4.4
6.6
8.0
5.2
6.5
6.0
8.35
7.0
6.8
1.0
7.7
8.5
7.6
7.8
9.3
6.4
6.3
7.3
7.5
7.7
7.4
8.7
5.1
8.655
8.595
7.2
8.2
8.5
7.3
6.3
5.9
10.0
2.7
8.4
7.583
7.1
7.4
6.6
7.7
7.4
7.7
6.5
7.7
7.1
5.5
6.9
7.4
7.407
7.0
7.9
7.5
7.3
6.9
7.1
4.3
5.8
8.508
7.8
6.7
6.5
7.882
4.9
7.5
7.4
5.2
6.6
6.0
3.7
8.0
6.551
8.228
5.0
7.746
7.5
7.5
5.0
6.2
6.3
5.3
8.036
7.1
8.6
8.0
6.378
7.1
7.0
9.1
7.7
7.2
7.8
6.75
7.7
6.1
7.6
7.8
7.9
8.2
8.079
8.2
5.9
7.538
4.7
7.1
7.8
7.3
3.5
8.0
8.6
7.0
6.5
9.5
8.6
7.1
8.161
7.4
7.764
7.1
6.9
7.997
6.5
4.0
6.1
8.0
7.7
7.3
7.183
3.8
6.7
8.4
8.3
7.499
7.2
7.5
7.3
1.0
8.2
8.0
7.9
5.3
8.0
7.4
7.3
7.8
7.316
3.1
6.5
7.346
7.3
7.6
7.0
6.2
8.8
6.9
7.75
7.807
4.6
6.3
3.7
7.8
8.0
6.904
6.3
6.7
7.657
8.017
6.8
7.9
7.6
5.1
7.6
5.9
8.007
6.9
7.5
6.6
5.5
7.9
7.0
8.4
8.036
7.5
7.2
7.4
3.4
7.5
7.3
5.1
6.6
7.9
7.304
8.3
7.59
7.2
7.722
5.0
8.3
8.1
3.5
7.2
5.7
8.596
7.912
7.0
6.1
7.389
8.2
6.5
3.5
8.1
5.3
3.5
7.8
7.0
8.4
7.3
6.2
8.3
3.8
7.132
6.7
7.3
6.7
7.2
7.3
3.4
7.891
6.6
8.069
7.5
7.641
6.1
7.396
6.839
6.2
7.3
6.2
7.5
5.5
8.1
8.0
6.6
7.4
8.3
7.5
6.7
8.2
7.0
7.6
6.9
6.7
8.238
7.7
8.527
7.0
3.4
7.6
5.5
5.4
8.432
7.2
6.5
8.566
6.8
7.2
7.2
7.6
5.0
7.0
7.6
7.2
7.4
7.9
1.5
6.3
8.2
8.007
7.5
8.212
8.0
6.2
6.1
7.6
7.8
6.6
6.5
7.3
6.3
7.7
7.3
8.051
6.0
7.1
9.2
6.1
8.177
8.0
7.96
8.0
6.992
7.7
4.2
7.9
7.0
5.0
6.7
6.8
4.4
7.0
4.3
6.2
5.494
6.3
8.365
7.1
7.6
7.4
8.093
8.4
7.4
7.6
5.0
7.911
8.1
6.3
8.6
8.0
8.0
9.3
8.2
7.268
8.0
6.0
6.0
7.6
9.2
8.0
6.518
1.0
7.1
7.3
8.465
8.1
5.9
8.0
8.4
5.5
7.631
7.5
9.1
8.2
8.0
7.2
7.5
6.1
7.0
6.1
6.2
7.6
6.4
7.1
7.9
8.005
4.5
8.0
7.0
7.6
8.0
7.5
7.011
7.739
9.0
7.2
7.3
7.3
6.3
6.0
6.4
8.0
6.2
7.5
7.6
7.4
7.8
6.9
9.0
9.0
7.0
6.5
7.0
6.0
8.8
2.0
7.6
6.5
7.5
7.7
6.1
10.0
7.8
7.656
7.2
7.0
7.0
9.0
9.2
5.3
8.092
8.159
7.0
7.273
7.6
6.4
7.5
6.4
6.6
7.0
6.9
6.8
9.3
6.0
7.2
7.1
7.813
6.8
6.2
7.9
7.5
7.6
8.4
1.0
8.4
4.2
6.7
6.9
8.0
8.1
7.4
7.4
7.1
6.6
6.1
6.6
6.5
7.6
7.3
7.575
6.0
9.0
8.3
8.342
8.1
7.6
6.6
7.885
6.8
7.2
5.3
7.1
5.3
5.0
7.1
6.5
8.2
7.54
5.9
3.1
7.106
7.891
8.0
6.7
6.0
8.7
6.6
6.3
7.4
3.0
4.8
8.281
6.5
7.3
8.8
8.8
2.6
8.0
6.9
8.0
9.5
7.0
7.4
6.7
8.246
10.0
6.0
6.0
3.0
7.0
5.8
8.463
8.1
8.14
8.5
8.4
7.143
4.6
7.5
6.7
5.6
7.1
7.4
7.7
7.8
5.8
7.9
5.4
7.6
7.1
7.5
4.3
7.1
5.0
7.6
4.5
8.1
7.3
8.0
8.5
7.5
8.375
7.2
8.235
5.0
5.7
7.7
4.0
7.3
8.0
7.3
7.4
7.4
7.1
7.893
6.5
6.8
6.6
6.1
6.7
4.0
7.8
7.0
6.6
7.424
8.3
7.1
5.6
6.6
5.4
7.6
7.3
7.0
7.5
6.5
5.833
7.6
10.0
7.2
8.1
6.0
8.4
9.7
7.8
8.4
6.1
7.0
7.448
6.4
7.9
7.7
8.036
7.4
8.2
6.4
7.723
7.791
6.613
6.6
8.0
9.0
4.8
6.9
8.0
7.5
7.0
7.9
7.8
7.605
7.171
10.0
8.455
8.48
7.4
8.2
5.7
8.3
6.2
7.159
7.8
7.392
5.0
8.5
7.2
7.1
6.5
6.2
8.0
7.142
7.4
7.8
5.0
4.7
8.003
8.428
8.1
7.7
7.6
8.3
4.0
4.9
7.6
7.5
6.8
10.0
8.1
7.0
6.8
6.3
7.189
9.7
8.282
4.5
5.9
5.391
5.8
8.0
8.2
4.6
8.281
7.316
7.1
5.5
7.8
7.0
6.0
9.2
8.8
7.5
6.2
7.8
6.7
6.0
6.1
7.0
5.6
7.2
7.5
8.0
7.9
7.7
6.9
7.1
7.402
8.1
7.1
7.1
7.6
6.3
7.0
7.6
7.4
5.6
5.6
7.3
7.7
8.2
5.4
9.1
6.9
8.0
6.8
7.9
5.0
6.8
7.0
5.9
7.4
3.2
7.9
7.5
7.6
8.1
6.0
8.3
7.0
5.5
8.3
4.7
7.5
7.5
8.302
6.2
6.3
6.2
7.389
7.351
6.5
7.7
8.9
8.7
7.2
6.7
6.925
7.8
7.5
8.3
6.746
8.0
7.2
7.7
7.2
8.7
6.8
7.9
7.983
8.1
8.0
6.7
7.0
7.0
6.1
4.0
5.9
5.8
5.3
6.0
7.9
0.5
7.0
7.5
7.804
7.5
6.3
8.0
8.3
4.9
7.815
6.3
8.4
7.6
7.3
8.5
8.4
8.3
8.247
5.0
7.2
7.0
4.1
6.9
6.7
7.5
4.9
8.8
8.3
6.8
7.417
7.4
8.1
7.2
10.0
5.9
7.1
6.8
7.653
7.1
8.2
6.8
5.7
7.4
7.9
2.6
3.2
7.773
7.7
8.2
7.0
6.7
6.4
6.0
8.5
7.7
8.018
7.9
5.6
6.0
8.8
6.9
8.0
7.8
7.4
7.7
6.3
7.0
8.2
7.1
6.8
6.7
6.8
8.241
10.0
6.9
7.9
7.8
7.8
7.8
8.464
4.5
9.0
7.246
8.0
5.7
8.0
7.9
6.7
6.6
7.3
6.9
7.7
6.7
7.407
8.182
7.3
7.2
7.3
9.5
7.7
7.0
8.4
6.2
8.611
7.6
6.8
6.2
6.4
7.6
6.5
7.5
7.3
7.7
8.1
7.0
7.4
7.9
8.2
6.2
6.9
7.2
8.7
7.417
4.6
7.7
6.0
6.9
7.727
7.5
5.6
5.7
7.7
7.1
7.7
7.1
4.0
5.7
7.1
4.1
7.1
4.9
7.0
6.3
6.5
8.277
6.0
7.5
5.6
8.143
6.6
6.6
10.0
6.9
8.2
6.5
6.8
7.8
4.5
7.1
5.5
8.418
8.0
7.7
6.8
10.0
7.6
8.8
7.2
5.3
7.0
7.5
8.0
7.4
7.6
9.0
6.0
7.6
8.9
6.7
8.5
6.5
5.1
5.8
7.8
7.8
6.529
7.6
8.0
6.7
7.4
6.3
7.1
7.0
8.3
8.5
8.2
10.0
6.7
6.8
7.9
8.17
8.0
7.4
8.36
6.2
7.8
7.0
4.2
8.377
8.5
6.5
6.0
7.548
6.2
8.084
7.3
6.6
6.3
6.8
7.5
10.0
2.9
8.6
6.2
6.6
7.2
6.3
8.2
7.1
8.7
8.44
7.5
6.8
6.8
7.2
7.2
6.2
8.215
8.0
7.3
6.9
6.321
4.7
6.2
6.9
7.6
6.0
7.0
6.1
8.0
7.1
7.5
7.6
7.4
7.4
7.7
7.9
5.0
8.8
6.5
7.2
5.9
7.6
6.9
7.5
7.7
7.5
4.0
6.949
8.7
7.2
9.3
8.0
8.145
6.2
7.3
6.5
5.7
7.932
7.5
8.265
7.5
6.8
8.0
8.1
8.0
7.275
8.4
7.146
9.3
7.713
4.0
7.0
7.0
8.1
8.2
8.181
8.004
6.5
6.2
5.7
7.1
8.3
7.7
7.7
6.0
6.5
6.3
7.8
6.5
8.0
5.2
5.0
7.2
7.8
7.574
8.3
9.3
4.4
6.9
5.7
8.3
8.0
7.572
7.3
6.1
8.4
7.1
5.8
5.0
7.4
7.0
6.8
3.7
8.2
6.2
7.2
6.0
5.2
6.7
7.48
8.1
5.2
7.0
7.4
8.1
8.0
10.0
6.6
6.2
6.319
7.1
4.0
7.737
7.0
7.8
6.8
7.8
6.0
7.8
5.7
8.2
5.8
5.6
7.6
7.9
7.0
6.7
8.672
6.5
8.2
8.464
6.8
6.2
6.0
7.9
4.8
6.9
5.9
9.0
6.4
3.8
7.9
6.3
7.9
7.2
8.3
6.3
6.0
5.1
6.3
6.5
5.333
7.8
8.0
7.3
6.9
5.6
6.3
6.8
7.784
8.0
8.452
6.9
8.2
6.0
7.7
8.338
8.0
7.5
7.8
8.3
7.3
5.2
7.7
7.5
7.0
8.3
7.4
8.0
8.0
8.6
6.5
8.052
8.1
7.2
4.0
8.221
7.2
8.7
6.5
7.863
8.0
4.0
8.1
5.8
9.0
6.0
6.5
7.1
8.3
6.0
8.065
6.926
7.9
8.055
8.2
6.0
9.0
6.7
8.3
9.1
8.154
5.8
5.6
7.317
3.6
7.9
7.0
7.3
7.8
7.7
6.5
8.447
6.9
7.1
6.4
6.4
7.663
7.7
7.0
10.0
8.0
7.1
7.3
6.1
5.7
7.182
7.1
7.3
6.8
6.3
7.8
8.504
6.8
8.0
9.0
3.2
6.6
4.0
7.3
8.7
6.5
8.2
5.6
8.241
7.8
8.0
8.0
6.9
7.389
3.0
8.3
8.2
7.1
8.1
6.6
7.1
8.404
7.7
7.9
7.7
7.0
7.5
7.3
6.6
7.4
7.6
7.4
7.621
7.8
7.0
7.0
6.2
2.5
8.6
6.6
8.3
6.4
7.5
8.979
8.164
7.0
5.0
10.0
6.7
6.8
8.025
8.249
6.906
7.2
6.0
7.4
5.1
7.0
6.6
7.8
7.2
7.9
7.862
8.185
6.7
3.1
7.2
10.0
9.0
6.6
7.7
7.6
6.1
3.5
8.12
8.9
6.7
5.7
6.8
6.6
8.0
5.4
6.3
7.4
6.6
8.1
6.7
6.7
7.7
4.8
8.341
9.8
7.8
7.3
8.915
9.5
7.0
9.0
6.2
5.4
8.002
7.13
6.2
7.5
6.0
9.0
7.7
8.1
8.0
7.3
6.9
7.821
7.2
6.3
6.6
8.4
6.2
6.2
6.5
7.814
5.1
8.19
7.3
7.6
8.0
7.4
6.941
7.7
6.3
4.0
9.7
8.163
7.4
7.4
6.1
6.6
5.6
7.2
6.8
8.259
6.2
7.0
8.057
9.0
8.136
7.2
5.5
8.1
7.0
6.0
5.9
8.5
8.1
7.2
7.2
7.3
8.0
8.3
7.0
6.0
8.5
8.1
8.6
7.8
7.186
6.0
7.931
7.6
4.4
7.4
5.2
7.553
6.7
7.7
8.164
8.2
7.0
8.553
5.9
9.0
10.0
6.7
7.5
5.8
6.3
7.9
8.6
7.9
7.5
7.0
8.1
7.9
7.7
7.4
4.0
7.5
6.3
8.002
7.4
6.8
6.3
3.5
7.5
6.384
5.0
6.0
7.1
5.0
5.7
6.9
7.825
7.0
8.3
7.9
6.0
6.9
7.9
7.982
8.0
7.3
7.476
8.3
8.522
6.8
6.9
6.9
6.6
7.0
6.6
7.3
5.4
7.5
6.0
8.364
7.1
7.3
6.7
7.0
7.448
6.0
5.3
8.6
6.9
7.4
7.2
7.3
7.875
8.5
7.749
6.2
6.3
8.544
6.7
8.2
6.7
5.5
6.6
6.8
5.6
6.6
7.0
8.1
4.8
8.1
7.384
7.636
7.9
6.6
5.6
5.9
7.3
6.0
8.1
10.0
8.2
7.6
4.5
7.8
7.0
5.8
6.4
8.396
8.107
7.0
5.0
6.9
5.6
7.7
8.5
7.8
7.1
8.135
7.1
8.4
7.1
6.0
7.732
7.3
7.7
7.7
8.6
7.3
6.9
7.4
5.9
6.4
5.3
9.3
4.5
7.5
7.5
5.7
8.2
7.921
7.6
7.5
5.0
4.7
7.1
10.0
6.8
3.8
8.504
7.1
6.8
6.0
8.1
6.7
7.3
6.9
5.7
6.7
6.5
6.8
7.6
6.2
6.7
5.6
5.9
8.2
8.476
8.7
6.4
8.058
8.3
4.9
7.0
5.8
6.9
7.1
7.2
7.926
7.6
7.7
7.7
8.2
5.3
7.6
8.1
7.2
3.5
7.8
7.1
7.6
8.59
7.0
8.3
8.49
6.8
7.5
10.0
8.7
6.425
8.5
7.8
4.5
3.7
8.463
7.5
8.027
7.958
7.0
8.557
6.2
5.4
7.8
5.6
6.4
8.3
8.0
8.0
6.8
8.2
6.3
7.6
6.539
7.2
6.8
7.6
9.6
7.851
6.9
7.709
4.0
5.4
7.2
7.5
7.1
7.6
6.8
7.436
6.0
6.8
8.5
6.7
7.885
7.3
8.1
7.733
7.1
6.8
6.3
6.4
7.9
10.0
4.5
6.2
6.9
8.5
8.0
7.3
5.6
6.7
7.3
8.471
7.6
7.6
7.2
7.7
5.8
7.5
7.0
6.9
6.1
5.3
7.2
8.0
8.1
7.2
6.9
7.1
7.7
7.8
7.2
4.0
7.0
7.5
8.42
7.0
7.5
8.0
8.4
6.7
7.16
7.4
8.6
9.0
6.5
8.1
7.915
7.9
6.2
8.1
6.5
6.8
6.8
7.1
4.6
6.3
6.7
7.8
6.3
7.0
8.2
6.1
6.3
7.909
6.827
7.7
7.7
7.4
6.5
6.2
6.1
7.4
8.2
6.444
4.9
6.4
8.289
7.6
6.0
6.7
6.8
6.1
7.4
8.156
8.0
6.0
7.4
4.6
8.0
6.0
7.3
6.9
8.685
5.988
7.6
6.7
7.4
6.2
7.4
7.2
9.0
6.8
7.3
8.8
7.9
10.0
7.1
7.6
5.8
7.3
7.6
1.8
8.5
4.9
7.8
8.219
5.1
5.7
4.4
7.8
8.1
8.0
6.8
7.0
7.7
6.3
6.7
7.6
7.6
2.9
7.6
9.0
5.0
8.3
8.2
6.111
6.3
7.41
8.0
7.5
6.8
6.9
7.889
7.7
6.4
1.0
6.5
7.8
7.069
8.3
8.727
2.0
7.6
4.6
8.1
6.0
7.455
7.125
7.2
7.9
7.7
7.7
8.3
6.2
7.993
7.0
6.6
10.0
6.6
10.0
7.7
3.0
8.111
7.3
8.2
7.4
4.6
7.847
8.4
6.5
7.6
6.3
7.1
7.8
8.1
7.0
7.5
8.08
6.0
9.2
5.7
8.4
7.774
6.6
8.527
7.946
8.5
7.749
6.9
7.1
6.8
6.0
7.7
6.6
7.7
7.0
6.851
4.1
7.969
7.76
6.8
8.0
7.4
6.7
8.6
7.4
5.9
7.7
8.346
5.4
9.079
7.0
8.2
7.8
7.9
9.7
5.0
6.3
6.659
7.3
2.0
7.6
7.2
6.5
7.7
6.3
7.1
6.8
6.3
8.448
6.6
6.2
5.416
7.0
7.721
7.0
8.6
8.212
5.0
7.3
7.8
6.3
7.9
7.3
8.6
6.8
6.6
8.338
7.3
7.0
7.7
5.5
7.4
8.553
7.7
6.1
4.4
5.5
6.2
7.5
6.3
7.0
7.9
5.6
8.2
8.1
8.1
8.7
7.0
6.0
7.4
8.4
8.512
5.5
6.8
7.4
6.3
7.5
4.6
7.0
7.156
7.844
5.1
7.3
4.9
7.9
7.8
6.4
4.4
7.705
7.8
8.0
6.0
5.0
6.927
5.3
6.3
5.7
6.7
8.458
7.1
6.9
7.5
7.3
7.6
7.84
4.6
7.8
5.8
8.513
7.8
6.8
6.1
8.0
7.3
7.5
7.6
8.0
7.57
6.9
7.2
7.2
8.0
5.7
7.1
7.8
4.7
7.5
7.322
6.6
7.2
7.6
7.7
7.397
7.2
7.2
7.4
6.8
4.4
7.6
8.583
7.1
7.8
8.5
8.2
5.7
5.9
6.1
6.3
6.8
7.8
7.7
7.1
8.2
9.0
7.3
8.1
9.0
8.0
8.7
7.349
7.2
7.7
8.762
6.8
7.891
7.2
4.3
5.2
4.8
6.6
7.2
7.8
7.559
7.5
7.911
6.4
7.019
6.5
7.6
6.8
6.0
6.1
7.5
8.6
8.079
7.9
6.994
6.2
7.535
7.0
5.0
7.0
4.7
7.5
8.269
6.7
8.3
7.2
6.3
8.1
7.703
8.0
7.8
6.1
5.1
7.0
6.9
7.1
5.5
8.4
8.096
7.295
7.5
9.2
7.2
8.0
5.3
8.0
8.1
8.3
7.4
7.3
7.6
6.1
4.0
7.1
7.5
7.2
7.343
7.6
10.0
9.0
6.4
7.9
7.0
7.793
6.458
8.7
7.9
4.5
7.5
6.8
7.594
6.3
5.6
7.563
8.5
6.2
8.147
4.6
6.5
7.9
6.6
5.0
7.3
8.1
7.0
6.9
6.6
5.7
8.0
7.1
5.9
8.098
8.0
7.324
7.6
7.7
7.5
6.5
7.6
7.24
6.3
7.5
6.913
8.161
6.8
5.0
7.4
7.0
7.5
8.0
7.3
7.9
7.1
7.2
7.2
7.187
6.9
6.2
7.222
7.7
7.0
7.9
8.1
8.5
6.798
6.0
7.855
5.9
6.8
6.7
7.0
6.908
5.0
3.0
6.6
7.1
6.0
7.777
7.843
6.8
8.1
7.938
8.0
7.5
5.5
7.107
10.0
6.6
10.0
6.9
3.8
8.3
7.282
7.7
8.2
4.9
8.4
6.8
7.823
7.0
7.2
10.0
4.3
6.0
6.8
6.8
7.4
7.0
7.9
7.8
7.1
7.0
7.2
8.16
8.8
7.7
7.0
2.0
7.6
6.8
7.3
7.5
7.7
6.0
7.1
7.9
5.9
7.2
7.8
6.2
5.0
6.5
7.4
9.0
8.5
6.0
7.3
7.824
6.3
6.0
6.0
7.4
7.6
6.9
5.4
6.5
8.528
7.1
8.0
7.8
4.2
8.142
8.1
8.1
7.933
6.8
7.616
3.1
6.7
5.5
7.13
8.5
7.8
6.3
6.0
8.0
7.623
6.0
6.9
7.8
5.0
5.1
7.161
8.542
7.6
6.0
4.0
6.7
8.251
7.5
6.6
7.3
7.102
7.6
6.0
6.9
7.4
7.5
8.0
7.3
3.0
9.0
7.4
7.0
8.4
7.912
7.7
8.499
7.5
7.0
6.7
6.9
7.925
7.8
7.8
7.5
4.0
6.6
7.0
7.9
7.2
5.1
8.17
7.9
6.8
7.9
6.5
7.2
6.8
8.0
7.6
6.4
7.2
8.2
7.3
7.2
7.1
7.1
9.0
7.4
7.2
8.547
8.023
8.2
10.0
8.0
6.4
9.0
8.8
5.7
6.5
7.1
8.2
7.0
6.4
4.3
2.0
7.5
7.0
7.8
7.0
8.1
6.8
8.691
8.2
6.9
7.8
5.5
6.2
6.0
7.8
9.0
6.1
7.0
6.7
5.6
7.0
6.5
6.0
7.5
5.0
7.3
8.3
3.1
8.2
6.0
8.0
7.513
7.7
8.0
8.4
7.8
6.0
8.181
7.1
7.1
6.0
6.6
7.5
6.5
7.6
5.2
7.2
8.142
7.3
6.5
7.6
7.1
6.9
6.8
8.5
7.4
5.4
8.543
8.451
8.2
8.6
5.8
6.8
6.8
5.0
7.8
7.6
8.2
6.6
8.5
7.9
7.8
6.2
6.4
7.2
7.5
7.2
8.602
8.0
7.9
7.8
5.5
9.017
6.8
7.7
7.4
7.7
7.1
7.1
7.1
7.676
8.0
7.6
6.4
8.5
7.1
8.1
7.3
7.9
7.5
6.7
7.5
7.3
7.0
6.6
6.7
8.219
7.4
5.2
6.2
7.408
8.212
7.135
7.6
7.3
6.9
8.3
8.1
7.062
6.3
7.2
8.6
7.6
8.2
6.8
7.434
6.9
8.8
7.1
8.0
7.0
5.3
6.8
8.079
7.1
5.3
8.392
7.874
8.2
7.4
7.9
7.3
10.0
7.7
7.0
6.0
3.2
8.2
3.7
6.6
6.7
7.9
7.7
7.835
7.3
8.225
7.555
6.0
6.0
5.0
7.1
9.0
7.0
8.8
7.2
8.9
7.3
7.5
8.7
7.3
7.5
2.9
7.2
6.7
7.4
8.291
8.3
8.6
9.0
7.5
8.2
8.0
7.5
5.5
5.8
7.0
3.0
6.2
6.1
7.778
6.752
7.8
7.0
4.3
6.7
7.6
7.1
6.0
7.4
6.946
8.1
7.467
7.6
8.1
5.0
7.5
7.4
5.7
7.0
6.3
7.4
7.6
7.5
4.0
7.5
7.7
6.5
7.4
7.1
7.9
10.0
6.2
8.1
9.1
6.3
7.3
8.8
7.7
7.0
8.5
7.9
9.1
6.5
7.3
7.3
6.3
7.5
6.6
6.7
6.8
7.246
8.5
6.8
6.3
7.5
6.7
10.0
7.5
8.1
8.0
7.0
7.6
7.776
8.5
7.424
7.9
8.3
7.5
7.6
4.8
7.7
8.8
8.3
8.2
8.3
9.0
8.3
7.8
6.4
5.7
7.0
8.286
7.5
4.7
4.3
7.0
7.6
7.0
7.6
7.4
8.2
6.9
5.3
5.897
6.7
7.2
6.561
7.1
5.9
8.21
7.7
6.5
6.9
8.1
5.0
5.9
9.0
6.7
8.539
4.875
5.0
7.7
6.333
7.1
7.0
7.4
10.0
9.7
9.5
7.1
7.3
8.5
7.3
6.7
6.8
4.1
8.402
7.5
7.4
6.5
8.629
6.4
7.6
6.0
6.0
4.7
6.6
5.4
6.9
6.6
8.0
7.1
7.356
7.2
4.2
7.7
7.804
6.8
7.0
7.5
6.9
7.0
8.2
7.7
7.773
7.4
6.4
8.0
5.6
6.8
8.0
6.0
7.2
7.1
7.2
7.5
6.5
8.5
7.7
7.7
8.3
6.5
8.093
6.9
7.316
8.4
7.9
7.729
7.4
6.2
7.6
7.0
4.8
6.6
6.1
7.551
5.7
6.7
6.0
7.7
8.5
5.8
8.343
7.5
6.0
7.874
10.0
7.8
6.2
7.1
8.659
6.5
8.6
7.9
7.4
8.0
8.0
9.7
7.288
7.4
6.1
6.442
3.0
7.1
8.2
7.9
4.0
8.3
5.6
5.4
8.1
5.0
8.0
6.956
8.16
6.2
7.0
7.7
8.0
6.778
6.9
8.117
8.8
7.395
6.7
6.6
7.7
7.3
7.6
8.0
7.9
7.5
7.1
4.2
5.9
5.7
5.7
8.29
7.8
8.1
8.0
7.3
6.2
7.793
8.0
7.705
7.1
7.576
8.196
6.2
8.2
8.1
8.2
6.93
6.792
7.7
6.9
7.5
7.5
10.0
8.4
6.0
5.5
6.5
5.2
10.0
7.076
6.3
6.0
7.0
8.1
8.032
7.7
7.977
7.3
7.6
7.4
7.6
7.778
6.1
4.0
8.1
6.7
7.3
2.0
7.5
7.2
7.4
7.4
8.3
6.4
6.5
6.4
6.3
6.9
8.1
8.0
7.9
5.2
1.0
1.5
8.0
6.4
6.4
8.7
7.6
8.0
8.2
8.1
8.135
6.0
7.6
7.0
8.3
7.558
8.8
4.2
6.0
7.2
5.8
7.2
7.7
7.7
7.2
6.0
6.8
7.4
6.5
6.6
6.7
8.0
8.2
7.2
7.3
7.2
5.7
8.3
6.0
4.6
7.2
6.1
8.2
7.459
7.0
3.6
7.8
10.0
7.5
7.7
7.3
6.9
7.6
8.173
7.75
7.2
7.5
7.3
8.0
6.0
7.7
8.0
6.6
7.0
2.0
7.3
7.8
8.8
7.3
8.6
